Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microcredit,790.10,4.97 Ar,+0.66%,+2.32%,-0.40%,0.00%,-9.60%,+111.53%,17.12,46.15,5.82,"3,93,392.72","1,94,847.52",+101.90%,"2,23,994.23","1,07,980.05",+107.44%,"56,536.45","19,716.34",+186.75%,17.12,12.54,+36.55%,135.74,147.30,-7.85%,"64,05,401.55","67,89,768.78",-5.66%,"55,08,846.75","58,63,170.26",-6.04%,"6,60,504.14","6,29,051.56",+5.00%,"2,36,050.66","2,97,546.95",-20.67%
SMB,Support Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,900.00",2.33 Ar,-1.04%,+3.54%,-0.01%,-4.76%,-34.56%,+95.39%,51.87,36.63,10.05,"1,51,052.84","76,253.34",+98.09%,"89,449.00","44,950.53",+98.99%,"31,755.79","16,200.34",+96.02%,51.87,52.92,-1.99%,189.01,190.55,-0.81%,"22,43,797.43","21,49,955.26",+4.36%,"20,12,370.37","19,16,640.39",+4.99%,"1,22,443.45","1,22,443.45",0.00%,"1,08,983.61","1,10,871.42",-1.70%
SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Ltd,Microcredit,"1,665.00",2.55 Ar,+0.67%,+1.53%,-0.24%,+0.21%,-15.29%,+41.77%,38.11,43.68,8.08,"2,08,848.58","1,02,310.24",+104.13%,"1,15,306.48","52,672.55",+118.91%,"29,242.80","8,027.10",+264.30%,38.11,20.93,+82.15%,206.18,192.35,+7.19%,"34,14,612.44","30,80,300.11",+10.85%,"30,98,240.16","27,85,143.52",+11.24%,"1,53,445.51","1,53,445.51",0.00%,"1,62,926.77","1,41,711.08",+14.97%
SMH,Super Mai Hydropower Limited,Hydro Power,626.00,3.35 Ar,+0.16%,+7.50%,+4.50%,-5.48%,-29.54%,+88.10%,10.19,61.40,4.85,"93,826.04","68,594.51",+36.78%,"80,918.62","61,293.33",+32.02%,"27,270.74","33,141.43",-17.71%,10.19,24.78,-58.86%,128.99,130.36,-1.05%,"13,43,849.89","13,69,741.04",-1.89%,"6,53,772.25","6,72,310.67",-2.76%,"5,35,000.00","5,35,000.00",0.00%,"1,55,077.65","1,62,430.38",-4.53%
SMHL,Super Madi Hydropower Limited,Hydro Power,461.00,10.17 Ar,-0.11%,-0.54%,-11.18%,-36.29%,-53.53%,+55.39%,18.68,24.67,3.98,"6,72,866.73","3,95,563.14",+70.10%,"6,26,985.27","3,85,094.08",+62.81%,"2,05,988.55","1,11,884.29",+84.11%,18.68,20.30,-7.95%,115.76,111.49,+3.83%,"97,53,973.87","98,65,162.34",-1.13%,"72,01,493.54","74,06,786.27",-2.77%,"22,05,000.00","22,05,000.00",0.00%,"3,47,480.32","2,53,376.06",+37.14%
SMJC,Sagarmatha Jalabidhyut Company Limited,Hydro Power,468.00,5.49 Ar,-1.47%,-2.30%,-6.16%,-10.00%,-28.55%,+44.24%,3.85,121.51,4.34,"1,22,668.69","81,157.39",+51.15%,"1,06,579.42","74,238.40",+43.56%,"22,593.61","30,686.54",-26.37%,3.85,10.46,-63.19%,107.73,108.42,-0.64%,"24,68,904.85","25,13,134.15",-1.76%,"12,04,997.82","12,41,134.22",-2.91%,"11,73,200.00","11,73,200.00",0.00%,"90,707.03","98,799.94",-8.19%
SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,Microcredit,871.90,6.11 Ar,-0.24%,+0.95%,-2.13%,-5.23%,-13.93%,-9.34%,24.55,35.52,5.51,"6,46,039.34","3,28,681.09",+96.56%,"3,45,240.22","1,68,069.04",+105.42%,"86,030.02","54,276.49",+58.50%,24.55,30.98,-20.75%,158.15,186.58,-15.24%,"1,06,59,933.45","1,11,36,290.96",-4.28%,"95,51,558.21","98,28,653.81",-2.82%,"7,00,858.35","7,00,858.35",0.00%,"4,07,516.89","6,06,778.80",-32.84%
SNLI,Sun Nepal Life Insurance Company Limited,Life Insurance,464.00,23.34 Ar,+0.43%,+3.57%,-1.28%,-1.05%,-16.11%,+56.99%,11.35,40.90,4.18,"28,60,402.78","13,02,173.00",+119.66%,"8,69,606.68","6,13,188.44",+41.82%,"2,85,415.40","2,39,277.62",+19.28%,11.35,19.02,-40.36%,147.28,161.89,-9.02%,"1,87,90,573.90","1,88,50,031.89",-0.32%,"1,13,80,411.97","1,07,05,111.29",+6.31%,"50,31,232.00","50,31,226.50",0.00%,"5,48,529.23","12,59,741.84",-56.46%
SONA,Sonapur Minerals And Oil Limited,Manufacturing And Processing,431.00,13.25 Ar,+1.20%,+3.06%,-0.69%,-0.92%,-19.90%,+36.83%,3.09,139.50,2.25,"16,92,185.67","6,71,071.80",+152.16%,"4,73,251.96","2,34,676.10",+101.66%,"47,503.80","43,688.34",+8.73%,3.09,5.68,-45.63%,191.42,191.91,-0.26%,"1,47,69,483.74","1,41,25,802.11",+4.56%,"88,83,349.17","82,24,465.84",+8.01%,"30,75,050.00","30,75,050.00",0.00%,"28,11,084.58","28,26,286.27",-0.54%
SPC,Samling Power Company Limited,Hydro Power,490.00,2.45 Ar,-0.79%,+0.82%,-5.77%,-1.21%,-21.35%,+52.89%,-1.98,-247.76,4.63,"1,01,310.71","78,418.70",+29.19%,"87,068.58","68,078.34",+27.89%,"-4,944.39","21,785.77",-122.70%,-1.98,17.43,-111.35%,105.93,112.00,-5.42%,"21,39,136.12","21,32,559.39",+0.31%,"16,09,503.19","15,72,546.30",+2.35%,"5,00,000.00","5,00,000.00",0.00%,"29,632.93","60,013.09",-50.62%
SPDL,Synergy Power Development Ltd.,Hydro Power,400.00,4.84 Ar,+1.27%,0.00%,-3.59%,+6.10%,+20.04%,+128.01%,9.18,43.57,3.37,"1,34,397.51","82,573.33",+62.76%,"1,27,085.02","79,196.64",+60.47%,"55,538.51","38,939.77",+42.63%,9.18,12.87,-28.69%,118.62,117.33,+1.09%,"17,86,517.75","17,89,969.59",-0.19%,"3,51,400.54","3,70,387.66",-5.13%,"12,09,862.50","12,09,862.50",0.00%,"2,25,254.71","2,09,719.43",+7.41%
SPHL,Sayapatri Hydropower Limited,Hydro Power,540.00,1.62 Ar,+1.03%,+1.87%,-6.90%,+0.09%,-36.09%,+152.10%,10.58,51.05,5.62,"40,412.70","27,439.87",+47.28%,"37,259.78","26,462.11",+40.80%,"15,865.81","15,504.04",+2.33%,10.58,20.67,-48.83%,96.13,96.55,-0.43%,"5,26,996.40","5,41,761.26",-2.73%,"2,38,601.67","2,52,111.22",-5.36%,"3,00,000.00","3,00,000.00",0.00%,"-11,605.27","-10,349.96",+12.13%
SPIL,Siddhartha Premier Insurance Limited,Non Life Insurance,701.00,19.67 Ar,0.00%,+2.34%,-1.68%,-0.13%,-23.21%,-20.18%,-12.72,-55.09,1.34,"11,20,845.31","4,92,445.49",+127.61%,"80,814.83","-2,69,742.51",-129.96%,"-1,78,552.55","-2,98,541.77",-40.19%,-12.72,-42.55,-70.10%,241.34,265.13,-8.97%,"2,13,26,925.71","2,24,91,158.57",-5.18%,"1,45,53,549.43","1,50,50,018.31",-3.30%,"28,06,549.90","28,06,549.90",0.00%,"1,18,516.29","7,28,805.34",-83.74%
SPL,Shuvam Power Limited,Hydro Power,726.00,1.45 Ar,-0.82%,-1.76%,-15.78%,-20.22%,-25.01%,+149.06%,12.42,58.47,7.17,"12,000.99","6,232.29",+92.56%,"10,847.46","5,571.22",+94.71%,"12,416.54","10,052.48",+23.52%,12.42,20.10,-38.24%,101.20,100.02,+1.18%,"2,47,516.04","2,48,705.33",-0.48%,"45,110.03","48,663.36",-7.30%,"2,00,000.00","2,00,000.00",0.00%,"2,406.02",41.96,"+5,633.66%"
SRLI,Sanima Reliance Life Insurance Limited,Life Insurance,395.00,19.81 Ar,+0.51%,+2.86%,+0.71%,-0.72%,-9.63%,+45.42%,11.01,35.86,3.75,"44,11,127.08","22,24,814.44",+98.27%,"6,65,621.86","3,39,187.64",+96.24%,"2,76,187.71","1,49,608.05",+84.61%,11.01,11.93,-7.70%,108.26,110.57,-2.09%,"2,85,77,518.97","2,76,72,278.13",+3.27%,"2,31,48,477.83","2,21,27,406.00",+4.61%,"50,14,924.06","50,14,924.06",0.00%,"2,65,789.41","4,06,910.48",-34.68%
SSHL,Shiva Shree Hydropower Ltd,Hydro Power,187.90,2.77 Ar,+1.02%,+3.58%,-9.62%,+13.33%,+6.76%,+33.26%,-1.56,-120.79,3.31,"2,57,484.09","1,49,600.65",+72.11%,"2,52,334.41","1,46,477.26",+72.27%,"-22,967.26",-306.05,"+7,404.31%",-1.56,-0.07,"+2,256.09%",56.69,30.36,+86.72%,"50,38,103.44","49,91,449.21",+0.93%,"33,64,186.13","44,28,524.98",-24.03%,"29,52,800.00","18,54,148.30",+59.25%,"-12,78,882.70","-12,91,224.08",-0.96%
STC,Salt Trading Corporation,Trading,"6,070.00",19.47 Ar,+1.95%,+8.51%,+7.62%,+13.84%,+8.91%,+20.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWASTIK,Swastik Laghubitta Bittiya Sanstha Limited,Microcredit,"2,809.90",1.62 Ar,+0.71%,+2.14%,-5.07%,+184.66%,+589.72%,+589.72%,28.94,97.10,17.83,"52,195.05","31,395.23",+66.25%,"31,261.16","20,428.29",+53.03%,"8,356.15","3,991.37",+109.36%,28.94,27.65,+4.68%,157.58,150.03,+5.03%,"7,30,034.06","7,91,163.51",-7.73%,"6,39,033.99","7,04,523.22",-9.30%,"57,750.00","57,750.00",0.00%,"33,250.07","28,890.29",+15.09%
SWBBL,Swabalamban Bikas Bank,Microcredit,735.00,12.18 Ar,+0.82%,+1.35%,-1.34%,-3.24%,-14.66%,-15.92%,19.73,37.25,3.36,"17,17,295.98","9,26,996.30",+85.25%,"9,50,775.51","5,41,200.33",+75.68%,"1,72,629.25","57,880.30",+198.25%,19.73,13.98,+41.17%,218.53,227.88,-4.10%,"2,52,36,019.48","2,42,73,441.61",+3.97%,"2,14,11,710.27","2,04,98,341.83",+4.46%,"17,50,000.00","16,56,625.00",+5.64%,"20,74,309.22","21,18,474.78",-2.08%
SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microcredit,663.00,7.33 Ar,+1.05%,+1.07%,-1.19%,-5.76%,-18.45%,+48.60%,21.18,31.31,4.53,"8,04,638.11","4,01,662.47",+100.33%,"4,30,380.23","2,07,530.87",+107.38%,"1,17,142.13","62,452.40",+87.57%,21.18,22.58,-6.21%,146.33,150.92,-3.04%,"1,26,43,859.53","1,27,59,835.30",-0.91%,"1,10,25,082.07","1,10,90,278.85",-0.59%,"11,06,286.30","11,06,286.30",0.00%,"5,12,491.16","5,63,270.16",-9.02%
SYPNL,SY Panel Nepal Limited,Manufacturing And Processing,"1,840.40",24.07 Ar,-0.79%,+1.01%,-0.31%,+423.29%,+423.29%,+423.29%,1.20,1529.29,16.79,"3,12,920.74",0.00,0.00%,"1,11,370.65",0.00,0.00%,"7,871.27",0.00,0.00%,1.20,0.00,0.00%,109.64,0.00,0.00%,"17,11,770.05",0.00,0.00%,"2,77,498.59",0.00,0.00%,"13,08,137.10",0.00,0.00%,"1,26,134.36",0.00,0.00%
TAMOR,Sanima Middle Tamor Hydropower Limited,Hydro Power,416.70,13.89 Ar,+0.65%,+0.87%,-7.61%,-12.49%,-28.28%,+28.41%,10.86,38.36,3.61,"8,89,135.34","5,74,666.87",+54.72%,"7,79,742.47","5,18,382.22",+50.42%,"1,81,010.57","2,10,016.41",-13.81%,10.86,25.21,-56.91%,115.57,116.44,-0.75%,"1,41,10,082.97","1,42,67,143.79",-1.10%,"1,02,58,701.38","1,03,86,756.36",-1.23%,"33,32,497.00","33,32,497.00",0.00%,"5,18,884.59","5,47,890.43",-5.29%
TPC,Terhathum Power Company Limited,Hydro Power,385.00,3.08 Ar,+0.26%,+0.52%,+1.05%,+11.63%,+6.50%,+114.37%,16.54,23.28,3.82,"1,13,908.40","82,307.76",+38.39%,"85,719.50","67,718.51",+26.58%,"66,148.26","56,247.67",+17.60%,16.54,28.12,-41.20%,100.85,99.61,+1.24%,"12,03,347.86","12,13,820.49",-0.86%,"3,96,550.94","4,16,924.16",-4.89%,"8,00,000.00","8,00,000.00",0.00%,"6,796.92","-3,103.67",-319.00%
TRH,Taragaon Regency Hotel,Hotels,763.00,14.97 Ar,+1.02%,+2.02%,+2.27%,+6.91%,-34.16%,+153.74%,-9.26,-82.41,5.09,"2,33,164.53","2,03,820.88",+14.40%,"-41,059.39",-486.22,"+8,344.59%","-90,830.99","-23,742.88",+282.56%,-9.26,-4.84,+91.28%,150.05,157.49,-4.72%,"42,39,805.94","46,53,009.43",-8.88%,"12,95,698.57","15,62,915.01",-17.10%,"19,62,120.16","19,62,120.16",0.00%,"9,81,987.21","11,27,974.26",-12.94%
TSHL,Three Star Hydropower Limited,Hydro Power,742.00,3.65 Ar,+2.34%,+1.88%,-5.24%,+7.23%,-17.46%,+164.53%,-4.60,-161.22,11.32,"79,883.92","60,039.51",+33.05%,"49,264.47","48,473.59",+1.63%,"-11,333.38","16,569.50",-168.40%,-4.60,13.46,-134.20%,65.57,71.28,-8.00%,"13,63,217.67","13,89,889.35",-1.92%,"10,40,274.01","10,38,859.48",+0.14%,"4,92,500.00","4,92,500.00",0.00%,"-1,69,556.34","-1,41,470.13",+19.85%
TTL,Trade Tower Limited,Trading,896.00,7.31 Ar,+1.59%,+4.43%,-4.68%,+12.14%,+122.50%,+122.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVCL,Trishuli Jal Vidhyut Company Limited,Hydro Power,639.00,11.84 Ar,-0.93%,-4.20%,+15.16%,+54.16%,+7.05%,+116.76%,-6.99,-91.44,7.99,0.00,0.00,0.00%,0.00,0.00,0.00%,"-62,512.41","-27,475.05",+127.52%,-6.99,-6.14,+13.76%,79.98,81.94,-2.39%,"73,17,068.66","71,32,449.26",+2.59%,"58,86,048.54","56,66,391.78",+3.88%,"17,89,162.77","17,89,162.77",0.00%,"-3,58,142.65","-3,23,105.29",+10.84%
UAIL,United Ajod Insurance Limited,Non Life Insurance,439.50,10.15 Ar,+1.82%,+1.99%,+2.64%,+1.03%,-27.39%,-8.54%,-9.23,-47.61,2.29,"7,81,997.59","3,63,461.68",+115.15%,"1,80,548.25","-60,365.58",-399.09%,"-1,06,629.00","-1,51,193.33",-29.48%,-9.23,-26.18,-64.74%,171.70,169.49,+1.30%,"69,46,201.20","78,32,148.34",-11.31%,"29,79,845.50","39,16,832.42",-23.92%,"23,10,000.00","23,10,000.00",0.00%,"-5,987.72","-50,552.06",-88.16%
UHEWA,Upper Hewakhola Hydropower Company Limited,Hydro Power,561.50,2.81 Ar,-0.09%,+2.09%,-0.80%,+7.67%,-31.15%,+351.50%,29.81,18.84,4.26,"1,51,468.94","93,319.76",+62.31%,"1,48,014.32","91,687.12",+61.43%,"74,517.06","51,827.92",+43.78%,29.81,41.46,-28.11%,131.73,126.07,+4.49%,"15,63,390.84","15,85,300.93",-1.38%,"9,04,762.28","9,54,951.84",-5.26%,"5,00,000.00","5,00,000.00",0.00%,"1,58,628.56","1,30,349.10",+21.70%
ULBSL,Upakar Laghubitta Bittiya Sanstha Limited,Microcredit,"3,118.00",3.37 Ar,-1.64%,-0.28%,-3.67%,-16.15%,-36.44%,+308.36%,27.06,117.46,11.54,"1,72,983.30","84,893.94",+103.76%,"90,247.71","42,778.54",+110.96%,"14,359.68","7,727.08",+85.84%,27.06,29.12,-7.08%,275.33,294.27,-6.44%,"31,59,044.49","28,33,721.16",+11.48%,"28,66,785.94","24,53,583.08",+16.84%,"1,06,148.20","1,06,148.20",0.00%,"1,86,110.35","2,06,217.74",-9.75%
ULHC,Upper Lohore Khola Hydropower Company Limited,Hydro Power,551.90,2.81 Ar,-1.09%,+9.94%,+13.79%,+20.77%,-4.84%,+109.05%,-0.36,-1546.08,5.62,0.00,0.00,0.00%,0.00,0.00,0.00%,"-1,364.87","-1,131.92",+20.58%,-0.36,-0.44,-19.61%,98.27,98.31,-0.05%,"12,34,679.23","12,06,096.49",+2.37%,"7,33,719.06","7,04,903.37",+4.09%,"5,09,804.00","5,09,804.00",0.00%,"-8,843.83","-8,610.88",+2.71%
UMHL,United Modi Hydropower,Hydro Power,622.00,7.65 Ar,-0.32%,+1.30%,-5.33%,+5.26%,+46.42%,+303.91%,6.14,101.32,5.62,"1,50,495.00","76,260.00",+97.34%,"1,39,192.00","71,270.00",+95.30%,"37,769.00","19,181.00",+96.91%,6.14,6.24,-1.55%,110.67,109.24,+1.31%,"21,72,432.00","21,34,179.00",+1.79%,"8,10,681.00","7,89,994.00",+2.62%,"12,30,500.00","12,30,500.00",0.00%,"1,31,251.00","1,13,684.00",+15.45%
UMRH,United IDI Mardi RB Hydropower Limited,Hydro Power,551.00,2.54 Ar,-0.18%,+1.57%,-1.96%,+2.39%,-16.37%,+180.64%,20.94,26.31,4.74,"1,11,248.54","63,338.20",+75.64%,"96,306.82","51,769.44",+86.03%,"48,246.62","26,586.06",+81.47%,20.94,23.08,-9.26%,116.23,111.73,+4.03%,"14,34,899.72","14,50,865.08",-1.10%,"8,99,298.61","9,35,996.41",-3.92%,"4,60,824.00","4,60,824.00",0.00%,"74,777.11","54,044.68",+38.36%
UNHPL,Union Hydropower Limited,Hydro Power,495.20,3.71 Ar,-0.16%,+4.47%,-2.52%,-0.18%,+38.56%,+312.67%,7.03,70.47,4.75,"49,609.66","27,751.91",+78.76%,"48,467.49","27,210.99",+78.12%,"26,352.33","14,603.41",+80.45%,7.03,7.79,-9.77%,104.17,102.84,+1.30%,"7,85,999.29","7,94,477.87",-1.07%,"4,706.20","23,187.77",-79.70%,"7,50,000.00","7,50,000.00",0.00%,"31,293.10","21,290.11",+46.98%
UNL,Unilever Nepal,Manufacturing And Processing,"46,300.00",42.63 Ar,-0.64%,+0.22%,-1.70%,-2.32%,+2.22%,+190.10%,1587.19,29.17,10.01,"38,46,900.00","20,29,900.00",+89.51%,"19,55,400.00","9,59,800.00",+103.73%,"7,30,900.00","2,99,900.00",+143.71%,"1,587.19","1,302.50",+21.86%,"4,627.69","6,001.30",-22.89%,"83,75,800.00","82,29,500.00",+1.78%,"41,13,700.00","27,02,300.00",+52.23%,"92,100.00","92,100.00",0.00%,"41,70,000.00","54,35,100.00",-23.28%
UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,Microcredit,"1,887.90",2.80 Ar,+3.39%,+3.16%,+0.35%,-5.46%,-29.29%,+90.81%,62.31,30.30,7.72,"2,55,965.15","1,36,720.77",+87.22%,"1,31,539.73","72,883.69",+80.48%,"46,291.09","18,598.06",+148.90%,62.31,50.07,+24.45%,244.51,272.14,-10.15%,"37,56,241.43","37,91,462.05",-0.93%,"33,92,963.22","33,87,131.94",+0.17%,"1,48,575.00","1,48,575.00",0.00%,"2,14,703.22","2,55,755.11",-16.05%
UPCL,Universal Power Company Ltd,Hydro Power,367.90,8.39 Ar,+0.19%,+0.82%,-2.93%,+0.38%,+27.57%,+216.44%,6.74,54.60,3.47,"1,73,823.67","95,358.35",+82.28%,"1,55,207.53","87,808.22",+76.76%,"83,727.43","53,600.06",+56.21%,6.74,9.40,-28.35%,106.07,114.76,-7.58%,"40,76,713.09","40,59,217.93",+0.43%,"14,40,828.01","14,42,660.63",-0.13%,"24,85,123.62","22,79,929.93",+9.00%,"1,50,761.46","3,36,627.37",-55.21%
UPPER,Upper Tamakoshi Hydropower Ltd,Hydro Power,185.70,39.33 Ar,+0.43%,+2.03%,-1.75%,+3.51%,-16.16%,-42.42%,9.41,19.73,3.71,"60,76,217.54","38,55,149.07",+57.61%,"59,31,893.19","37,48,790.91",+58.23%,"9,96,539.15","16,74,689.00",-40.49%,9.41,31.63,-70.25%,50.04,53.25,-6.01%,"8,27,88,806.56","8,50,07,782.97",-2.61%,"7,21,89,549.52","7,37,30,376.08",-2.09%,"2,11,80,000.00","2,11,80,000.00",0.00%,"-1,05,80,742.97","-99,02,593.12",+6.85%
USHEC,Upper Solu Hydro Electric Company Limited,Hydro Power,476.00,6.43 Ar,+1.80%,+4.13%,-1.88%,-0.83%,-30.41%,+33.33%,28.69,16.59,4.03,"4,71,640.66","2,58,348.20",+82.56%,"4,27,635.55","2,36,879.90",+80.53%,"1,93,635.47","1,16,498.34",+66.21%,28.69,34.52,-16.89%,118.12,112.67,+4.84%,"48,58,066.32","48,28,372.48",+0.61%,"32,63,401.19","33,07,319.60",-1.33%,"13,50,000.00","13,50,000.00",0.00%,"2,44,665.14","1,71,052.87",+43.03%
USHL,Upper Syange Hydropower Limited,Hydro Power,703.00,1.55 Ar,-1.54%,-2.77%,-11.79%,+1.74%,-12.56%,+152.06%,4.63,151.94,7.47,"38,391.41","18,948.40",+102.61%,"37,143.36","18,176.40",+104.35%,"5,089.64",916.18,+455.53%,4.63,1.67,+177.76%,94.15,92.25,+2.06%,"6,26,978.76","6,29,863.36",-0.46%,"4,19,853.40","4,26,911.43",-1.65%,"2,20,000.00","2,20,000.00",0.00%,"-12,874.61","-17,048.07",-24.48%
USLB,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,Microcredit,"1,423.00",3.51 Ar,+0.13%,-0.14%,-4.18%,-12.37%,-24.27%,-1.83%,17.04,83.49,8.93,"2,58,042.34","1,29,161.81",+99.78%,"1,38,807.74","66,354.93",+109.19%,"21,038.57","4,286.64",+390.79%,17.04,6.95,+145.40%,159.37,149.95,+6.29%,"42,12,297.36","41,00,603.13",+2.72%,"38,18,862.01","37,30,434.37",+2.37%,"2,46,865.74","2,46,865.74",0.00%,"1,46,569.61","1,23,303.02",+18.87%
VLBS,Vijaya Laghubitta Bittiya Sanstha,Microcredit,748.00,5.57 Ar,+0.12%,-2.03%,-2.86%,-4.11%,-22.08%,-27.69%,-0.45,-1665.07,4.52,"5,31,912.82","3,37,767.37",+57.48%,"2,19,291.44","1,73,971.87",+26.05%,"-1,673.48","32,011.14",-105.23%,-0.45,17.19,-102.61%,165.41,169.93,-2.66%,"1,10,78,791.28","1,13,05,662.26",-2.01%,"98,46,385.67","1,00,39,618.83",-1.92%,"7,45,040.36","7,45,040.36",0.00%,"4,87,365.25","5,21,003.06",-6.46%
VLUCL,Vision Lumbini Urja Company Limited,Hydro Power,566.10,10.83 Ar,+1.63%,+0.37%,-2.73%,+0.55%,-24.52%,+40.89%,-8.70,-65.04,4.40,"2,53,826.25","96,825.17",+162.15%,"2,36,855.03","59,204.27",+300.06%,"-83,224.80","-94,663.58",-12.08%,-8.70,-19.80,-56.04%,128.63,129.07,-0.34%,"66,83,690.02","69,81,993.96",-4.27%,"42,23,600.78","45,13,459.79",-6.42%,"19,12,500.00","19,12,500.00",0.00%,"5,47,589.25","5,56,034.17",-1.52%
WNLB,Wean Nepal Laghubitta Bittiya Sanstha Limited,Microcredit,"1,535.00",1.29 Ar,-2.23%,+9.02%,-0.32%,-22.36%,-55.38%,+83.68%,-20.94,-73.31,12.06,"64,031.91","28,109.28",+127.80%,"36,537.84","14,135.04",+158.49%,"-8,829.40",937.82,"-1,041.48%",-20.94,4.45,-570.74%,127.25,138.94,-8.42%,"9,92,966.59","9,57,851.26",+3.67%,"8,85,643.57","8,40,665.53",+5.35%,"84,340.55","84,340.55",0.00%,"22,982.47","32,845.18",-30.03%
